state,pollster,sponsors,pollster_rating_id,fte_grade,sample_size,methodology,start_date,end_date,internal,partisan,tracking,nationwide_batch,ranked_choice_reallocated,notes,url,stage,answer,candidate_name,candidate_party,pct
Maine CD-1,SurveyUSA,FairVote,325,A,498,IVR/Online,10/23/20,10/27/20,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=b3c59e14-b400-40ad-919c-1f42ca3ae8b6,general,Biden,Joseph R. Biden Jr.,DEM,59
Maine CD-1,SurveyUSA,FairVote,325,A,498,IVR/Online,10/23/20,10/27/20,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=b3c59e14-b400-40ad-919c-1f42ca3ae8b6,general,Trump,Donald Trump,REP,40
Maine CD-1,SurveyUSA,FairVote,325,A,498,IVR/Online,10/23/20,10/27/20,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=b3c59e14-b400-40ad-919c-1f42ca3ae8b6,general,Jorgensen,Jo Jorgensen,LIB,5
Maine CD-1,SurveyUSA,FairVote,325,A,498,IVR/Online,10/23/20,10/27/20,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=b3c59e14-b400-40ad-919c-1f42ca3ae8b6,general,Hawkins,Howie Hawkins,GRE,2
Maine CD-1,SurveyUSA,FairVote,325,A,498,IVR/Online,10/23/20,10/27/20,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=b3c59e14-b400-40ad-919c-1f42ca3ae8b6,general,De La Fuente,Roque De La Fuente,OTH,1
Maine,SurveyUSA,FairVote,325,A,1007,IVR/Online,10/23/20,10/27/20,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=b3c59e14-b400-40ad-919c-1f42ca3ae8b6,general,Biden,Joseph R. Biden Jr.,DEM,53
Maine,SurveyUSA,FairVote,325,A,1007,IVR/Online,10/23/20,10/27/20,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=b3c59e14-b400-40ad-919c-1f42ca3ae8b6,general,Trump,Donald Trump,REP,40
Maine,SurveyUSA,FairVote,325,A,1007,IVR/Online,10/23/20,10/27/20,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=b3c59e14-b400-40ad-919c-1f42ca3ae8b6,general,Hawkins,Howie Hawkins,GRE,2
Maine,SurveyUSA,FairVote,325,A,1007,IVR/Online,10/23/20,10/27/20,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=b3c59e14-b400-40ad-919c-1f42ca3ae8b6,general,De La Fuente,Roque De La Fuente,OTH,1
Maine,SurveyUSA,FairVote,325,A,1007,IVR/Online,10/23/20,10/27/20,FALSE,,,FALSE,FALSE,,http://www.surveyusa.com/client/PollReport.aspx?g=b3c59e14-b400-40ad-919c-1f42ca3ae8b6,general,Jorgensen,Jo Jorgensen,LIB,2
North Carolina,Siena College/The New York Times Upshot,,448,A+,1034,Live Phone,10/23/20,10/27/20,FALSE,,,FALSE,FALSE,,https://int.nyt.com/data/documenttools/nc102320-crosstabs/226c0cc3df5049e0/full.pdf,general,Biden,Joseph R. Biden Jr.,DEM,48
North Carolina,Siena College/The New York Times Upshot,,448,A+,1034,Live Phone,10/23/20,10/27/20,FALSE,,,FALSE,FALSE,,https://int.nyt.com/data/documenttools/nc102320-crosstabs/226c0cc3df5049e0/full.pdf,general,Trump,Donald Trump,REP,45
North Carolina,Siena College/The New York Times Upshot,,448,A+,1034,Live Phone,10/23/20,10/27/20,FALSE,,,FALSE,FALSE,,https://int.nyt.com/data/documenttools/nc102320-crosstabs/226c0cc3df5049e0/full.pdf,general,Jorgensen,Jo Jorgensen,LIB,2
North Carolina,Siena College/The New York Times Upshot,,448,A+,1034,Live Phone,10/23/20,10/27/20,FALSE,,,FALSE,FALSE,,https://int.nyt.com/data/documenttools/nc102320-crosstabs/226c0cc3df5049e0/full.pdf,general,Hawkins,Howie Hawkins,GRE,1
South Carolina,Data for Progress,Crooked Media | Indivisible,522,B-,1196,Online/Text,10/22/20,10/27/20,FALSE,DEM,,FALSE,FALSE,,https://filesforprogress.org/memos/2020-senate-project/week-6/dfp_psp_sc_10.27.pdf,general,Biden,Joseph R. Biden Jr.,DEM,44
South Carolina,Data for Progress,Crooked Media | Indivisible,522,B-,1196,Online/Text,10/22/20,10/27/20,FALSE,DEM,,FALSE,FALSE,,https://filesforprogress.org/memos/2020-senate-project/week-6/dfp_psp_sc_10.27.pdf,general,Trump,Donald Trump,REP,50
South Carolina,Data for Progress,Crooked Media | Indivisible,522,B-,1196,Online/Text,10/22/20,10/27/20,FALSE,DEM,,FALSE,FALSE,,https://filesforprogress.org/memos/2020-senate-project/week-6/dfp_psp_sc_10.27.pdf,general,Jorgensen,Jo Jorgensen,LIB,1
South Carolina,Data for Progress,Crooked Media | Indivisible,522,B-,1196,Online/Text,10/22/20,10/27/20,FALSE,DEM,,FALSE,FALSE,,https://filesforprogress.org/memos/2020-senate-project/week-6/dfp_psp_sc_10.27.pdf,general,Hawkins,Howie Hawkins,GRE,0
North Carolina,Ipsos,Reuters,154,B-,647,Online,10/21/20,10/27/20,FALSE,,,FALSE,FALSE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_north_carolina_state_poll_w5_10_27_2020.pdf,general,Biden,Joseph R. Biden Jr.,DEM,49
North Carolina,Ipsos,Reuters,154,B-,647,Online,10/21/20,10/27/20,FALSE,,,FALSE,FALSE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_north_carolina_state_poll_w5_10_27_2020.pdf,general,Trump,Donald Trump,REP,48
North Carolina,Ipsos,Reuters,154,B-,647,Online,10/21/20,10/27/20,FALSE,,,FALSE,FALSE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_north_carolina_state_poll_w5_10_27_2020.pdf,general,Biden,Joseph R. Biden Jr.,DEM,49
North Carolina,Ipsos,Reuters,154,B-,647,Online,10/21/20,10/27/20,FALSE,,,FALSE,FALSE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_north_carolina_state_poll_w5_10_27_2020.pdf,general,Trump,Donald Trump,REP,48
North Carolina,Ipsos,Reuters,154,B-,647,Online,10/21/20,10/27/20,FALSE,,,FALSE,FALSE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_north_carolina_state_poll_w5_10_27_2020.pdf,general,Jorgensen,Jo Jorgensen,LIB,1
North Carolina,Ipsos,Reuters,154,B-,647,Online,10/21/20,10/27/20,FALSE,,,FALSE,FALSE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_north_carolina_state_poll_w5_10_27_2020.pdf,general,Hawkins,Howie Hawkins,GRE,1
North Carolina,Ipsos,Reuters,154,B-,647,Online,10/21/20,10/27/20,FALSE,,,FALSE,FALSE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_north_carolina_state_poll_w5_10_27_2020.pdf,general,West,Kanye West,IND,0
Arizona,Ipsos,Reuters,154,B-,714,Online,10/21/20,10/27/20,FALSE,,,FALSE,FALSE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_arizona_state_poll_w5_10_28_2020.pdf,general,Biden,Joseph R. Biden Jr.,DEM,48
Arizona,Ipsos,Reuters,154,B-,714,Online,10/21/20,10/27/20,FALSE,,,FALSE,FALSE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_arizona_state_poll_w5_10_28_2020.pdf,general,Trump,Donald Trump,REP,46
Arizona,Ipsos,Reuters,154,B-,714,Online,10/21/20,10/27/20,FALSE,,,FALSE,FALSE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_arizona_state_poll_w5_10_28_2020.pdf,general,Biden,Joseph R. Biden Jr.,DEM,47
Arizona,Ipsos,Reuters,154,B-,714,Online,10/21/20,10/27/20,FALSE,,,FALSE,FALSE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_arizona_state_poll_w5_10_28_2020.pdf,general,Trump,Donald Trump,REP,47
Arizona,Ipsos,Reuters,154,B-,714,Online,10/21/20,10/27/20,FALSE,,,FALSE,FALSE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_arizona_state_poll_w5_10_28_2020.pdf,general,Jorgensen,Jo Jorgensen,LIB,2
Arizona,Ipsos,Reuters,154,B-,714,Online,10/21/20,10/27/20,FALSE,,,FALSE,FALSE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_arizona_state_poll_w5_10_28_2020.pdf,general,Hawkins,Howie Hawkins,GRE,0
Arizona,Ipsos,Reuters,154,B-,714,Online,10/21/20,10/27/20,FALSE,,,FALSE,FALSE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_arizona_state_poll_w5_10_28_2020.pdf,general,West,Kanye West,IND,1
Florida,Ipsos,Reuters,154,B-,704,Online,10/21/20,10/27/20,FALSE,,,FALSE,FALSE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_florida_state_poll_w5_10_28_2020.pdf,general,Biden,Joseph R. Biden Jr.,DEM,49
Florida,Ipsos,Reuters,154,B-,704,Online,10/21/20,10/27/20,FALSE,,,FALSE,FALSE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_florida_state_poll_w5_10_28_2020.pdf,general,Trump,Donald Trump,REP,47
Florida,Ipsos,Reuters,154,B-,704,Online,10/21/20,10/27/20,FALSE,,,FALSE,FALSE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_florida_state_poll_w5_10_28_2020.pdf,general,Biden,Joseph R. Biden Jr.,DEM,48
Florida,Ipsos,Reuters,154,B-,704,Online,10/21/20,10/27/20,FALSE,,,FALSE,FALSE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_florida_state_poll_w5_10_28_2020.pdf,general,Trump,Donald Trump,REP,47
Florida,Ipsos,Reuters,154,B-,704,Online,10/21/20,10/27/20,FALSE,,,FALSE,FALSE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_florida_state_poll_w5_10_28_2020.pdf,general,Jorgensen,Jo Jorgensen,LIB,1
Florida,Ipsos,Reuters,154,B-,704,Online,10/21/20,10/27/20,FALSE,,,FALSE,FALSE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_florida_state_poll_w5_10_28_2020.pdf,general,Hawkins,Howie Hawkins,GRE,1
Florida,Ipsos,Reuters,154,B-,704,Online,10/21/20,10/27/20,FALSE,,,FALSE,FALSE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_florida_state_poll_w5_10_28_2020.pdf,general,West,Kanye West,IND,1
Virginia,Christopher Newport University,,50,B/C,908,Live Phone,10/15/20,10/27/20,FALSE,,,FALSE,FALSE,,https://cnu.edu/wasoncenter/surveys/archive/2020-10-28.html,general,Biden,Joseph R. Biden Jr.,DEM,53
Virginia,Christopher Newport University,,50,B/C,908,Live Phone,10/15/20,10/27/20,FALSE,,,FALSE,FALSE,,https://cnu.edu/wasoncenter/surveys/archive/2020-10-28.html,general,Trump,Donald Trump,REP,41
,USC Dornsife/Los Angeles Times,,343,B/C,5174,Online,10/14/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,traditional voting question (RV),https://election.usc.edu/,general,Biden,Joseph R. Biden Jr.,DEM,52.64
,USC Dornsife/Los Angeles Times,,343,B/C,5174,Online,10/14/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,traditional voting question (RV),https://election.usc.edu/,general,Trump,Donald Trump,REP,42.15
,USC Dornsife/Los Angeles Times,,343,B/C,5269,Online,10/14/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,traditional voting question,https://election.usc.edu/,general,Biden,Joseph R. Biden Jr.,DEM,54.4
,USC Dornsife/Los Angeles Times,,343,B/C,5269,Online,10/14/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,traditional voting question,https://election.usc.edu/,general,Trump,Donald Trump,REP,41.78
,USC Dornsife/Los Angeles Times,,343,B/C,5269,Online,10/14/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,probabilistic voting question,https://election.usc.edu/,general,Biden,Joseph R. Biden Jr.,DEM,53.65
,USC Dornsife/Los Angeles Times,,343,B/C,5269,Online,10/14/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,probabilistic voting question,https://election.usc.edu/,general,Trump,Donald Trump,REP,42.25
Wyoming,SurveyMonkey,Axios,324,D-,713,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,32
Wyoming,SurveyMonkey,Axios,324,D-,713,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,66
Wyoming,SurveyMonkey,Axios,324,D-,713,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,32
Wyoming,SurveyMonkey,Axios,324,D-,713,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,66
West Virginia,SurveyMonkey,Axios,324,D-,1315,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,33
West Virginia,SurveyMonkey,Axios,324,D-,1315,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,66
West Virginia,SurveyMonkey,Axios,324,D-,1315,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,33
West Virginia,SurveyMonkey,Axios,324,D-,1315,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,66
Wisconsin,SurveyMonkey,Axios,324,D-,4531,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,55
Wisconsin,SurveyMonkey,Axios,324,D-,4531,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,42
Wisconsin,SurveyMonkey,Axios,324,D-,4531,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,55
Wisconsin,SurveyMonkey,Axios,324,D-,4531,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,43
Washington,SurveyMonkey,Axios,324,D-,7406,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,61
Washington,SurveyMonkey,Axios,324,D-,7406,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,37
Washington,SurveyMonkey,Axios,324,D-,7406,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,61
Washington,SurveyMonkey,Axios,324,D-,7406,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,37
Vermont,SurveyMonkey,Axios,324,D-,1087,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,67
Vermont,SurveyMonkey,Axios,324,D-,1087,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,30
Vermont,SurveyMonkey,Axios,324,D-,1087,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,68
Vermont,SurveyMonkey,Axios,324,D-,1087,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,30
Virginia,SurveyMonkey,Axios,324,D-,7382,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,56
Virginia,SurveyMonkey,Axios,324,D-,7382,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,41
Virginia,SurveyMonkey,Axios,324,D-,7382,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,55
Virginia,SurveyMonkey,Axios,324,D-,7382,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,42
Utah,SurveyMonkey,Axios,324,D-,2689,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,43
Utah,SurveyMonkey,Axios,324,D-,2689,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,54
Utah,SurveyMonkey,Axios,324,D-,2689,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,43
Utah,SurveyMonkey,Axios,324,D-,2689,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,54
Tennessee,SurveyMonkey,Axios,324,D-,4858,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,44
Tennessee,SurveyMonkey,Axios,324,D-,4858,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,54
Tennessee,SurveyMonkey,Axios,324,D-,4858,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,42
Tennessee,SurveyMonkey,Axios,324,D-,4858,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,56
South Dakota,SurveyMonkey,Axios,324,D-,1066,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,42
South Dakota,SurveyMonkey,Axios,324,D-,1066,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,55
South Dakota,SurveyMonkey,Axios,324,D-,1066,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,42
South Dakota,SurveyMonkey,Axios,324,D-,1066,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,56
South Carolina,SurveyMonkey,Axios,324,D-,4582,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,45
South Carolina,SurveyMonkey,Axios,324,D-,4582,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,51
South Carolina,SurveyMonkey,Axios,324,D-,4582,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,44
South Carolina,SurveyMonkey,Axios,324,D-,4582,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,54
Rhode Island,SurveyMonkey,Axios,324,D-,863,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,67
Rhode Island,SurveyMonkey,Axios,324,D-,863,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,30
Rhode Island,SurveyMonkey,Axios,324,D-,863,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,67
Rhode Island,SurveyMonkey,Axios,324,D-,863,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,31
Pennsylvania,SurveyMonkey,Axios,324,D-,10250,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,53
Pennsylvania,SurveyMonkey,Axios,324,D-,10250,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,45
Pennsylvania,SurveyMonkey,Axios,324,D-,10250,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,52
Pennsylvania,SurveyMonkey,Axios,324,D-,10250,Online,9/30/20,10/27/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,46
